review,label
"Wrost of all the music apps there are. The free version is wrost of this of all, there is an ad literally after every song of about 1 minute.",negative
Find any music that you could ever want to listen too,positive
It doesn't let me to listen to the songs I want recently! And it says I can't skip the unwanted tracksðŸ˜‘,positive
Wide range of songs Less advertisements inbetween songs wld b great,positive
awesome this,positive
It just stops working in between on mobile data. Everything else works on it but Spotify keeps showing it's offline and there's no internet connection. Tried everything and it still won't recognise my cellular data.,negative
"I like this app very much. But unfortunately, I pressed the button that puts the song in the TV. And I didn't want that to happen. But now it's all good. So, thanks for making this app awesome!",positive
Spotify is great for listening to all sorts of music! My only problem is that it cost 10 dollars a month for premium.,positive
Love my Spotify Premium!,positive
Nice experience ,positive
"Excellent app. Better than pandora by a million times. Absolutely paying for it, it's worth it.",positive
Great choice of music with wide range of genres.,positive
"The worst, most unstable app I've ever used for Android. Audio goes out when screen turns off, audio controls frequently crash while playing, integrated ads crash podcasts, audio skips, etc. I want to support Spotify because of commitment to free speech, but such an awful, unstable POS makes it a challenge.",negative
STOP REMOVING MY FAVORIT SONGGGGS PLEEEEEASAAAASE but other then that its good,positive
Exceptional application and exquisite terms of use.,positive
"Great app, but it has a lack of informations about the artists and songs.",negative
"Easy to find good music, old music I used to enjoy, new music I'm finding to love!ðŸ¤©",positive
"Best collection of music, features & plans that you can share with your friend or family. Interface is very easy to use. Great for parties as you can customise your own playlists to themes you like. 10/10 for me",positive
This is good but it can't play in no internet,negative
"Spotify is wonderful and there is almost no problem with it, but I would constantly have suggested songs pop up while I am listening to my liked playlist. I find it extremely irritating if I have to use all my skips to skip songs that are not on my playlist and songs in a language I can not understand. I have disabled the autoplay function but it seems that is not enough. I would only recommend Spotify if you plan to use Spotify premium.",negative
Brilliant and easy,positive
"Like this app, never had it crash and content is awesome",positive
Easy to install. Ready to listen to some good music,positive
Its awesome,positive
"I have used almost every music provider except apple's music. So, I can say that the differences in audio quality are barely noticeable but the usability differs. For example, here in Spotify, you can stream music from one place to different devices, can add sleep timers, recommendations are better than the competition and, the number of content is huge, added to that there is a windows app that works seamlessly. App experiences are good, if it gets any bugs; it gets fixed in the next update.",positive
I love Spotify it's like the best thing to listen to music on,positive
WAS a good app. Until you couldn't play the song without shuffling. And the layout is different. I advise you to go back to YouTube music. At least could play a song. :(,positive
Best music app without lags nice sound quality and with a good price and easy to use.,positive
"Love this app, but occasionally has a problem where the music just stops. I can tell it's malfunctioning today because the song playing is not updating in the preview bar. Galaxy S21",negative
"Spotify does A/B testing all the time. It's unfortunate I fell under it and now have to see the ugliest UI in the history where play button is on left and previous/next button is in middle of nowhere. I really hope the UI designer stops talking the ""stuff"" and do not screw the working UI",negative
Nice,positive
Updating my review. I still absolutely love this app and service. They recently just brought back their widget. My review would be five stars if they would bring back the scanning function for group sessions. It works better than sending links.,positive
"I love the app but I'm experiencing a lot of problems lately 1. The app keeps glitching and becoming faulty .I have tried uninstaling and redownloading the app many times but it still doesn't work 2. I can use the app but music can stop playing on its on . Also the controls for the app go Grey so when I want to stop music ,I have to close the application and sometimes that doesn't work Please help I really don't want to be using apple music ðŸ˜¢",negative
"very good, but sometimes bugs out when switching between default and car mode",negative
Song back front jarapali ana premium pack vasukovali,positive
Trying to watch a podcast but the video is not working,negative
"Great content, app has improved a lot as well. The lyrics addition has taken this to another level.",positive
It's very nice loved this app but the ads are long but it not a big problem loved it,positive
"Please, how do I turn the shuffle off? Is annoying. I don't need the shuffle thing",negative
Good but some songs missing in list,negative
"Favorite app to listen to music on but I hate the new update, when I am adding songs to my playlist to see if I would like them, I'd prefer to listen to them first on Spotify rather than searching them up on YouTube. If you could make it to where you can listen to a short section of the song again, that would be much appreciated!",negative
Just uninstalled the app for sending promotional notifications at 1 am.,negative
Super relaxing music ,positive
Descent app no complaints. Mostly use for podcasts.,negative
I got 5gb downloaded music data on my phone storage and tried to move it to my sd card in the spotify app settings but it didn't finished and now I can't open the app it says it is not responding! I'm paying for this app now what do I do?!!!,negative
"Excellent music, exceptional audio quality. I love it",positive
Spotify keeps crashing and I can't see the song I'm playing on my notification bar.,negative
"Amazing Sound Quality , Ads is an issue For a free listenerðŸ˜Œ",positive
Wanna see video version on mobile data?... Good luck! What a piece of intelligence-insulting garbage! User-hostile.,negative
"I like this app very much , but MY ONLY PROBLEM IS THAT : I THINK IT'S VERY STUPID THAT YOU HAVE TO SKIP TO YOUR FAVORITE SONG AND ALSO THAT YOUR SONG THAT YOU SEARCH IS SHUFFLED WITH OTHER SONGS!!!!!!",negative
it'd be more better if we can choose the music without premium account :D,negative
I pay for spotify and the most annoying issue that I have been having is that while listening to a podcast when not connected to my car or headphones the audio just stops playing until I turn my phone back on. It's completely annoying especially when your trying to do dishes and have to continuously turn your phone on in order to just keep listening to a podcast.,negative
Spotify have everything that you could possibly want to listen to.,positive
"The app is good but, I think it's too restricting. For example, I played my fav song in my playlist but somehow, it played the other different song in my other playlist. Second thing is that, my cousin purchased the premium and it doesn't even show the download button or neither a pending bar for the download. It also doesn't show if the music is downloaded or not. It's a shame that the app has great performance but it's too restricting.",negative
Spotify is spot on for music lovers. The collection is thoughtful and the interface is friendly. An app that makes your feet tap.,positive
Spotify is good but when I first got it didn't have ads or nothing like that and now I need premium for that,negative
Stuck at logo and loading screen after I log out.,negative
I can't login in this app.Please fix it soon.,negative
This is a great music app!,positive
Did the menu change for anyone else because my play and stop button are on the left now and the skip buttons (both directions) are next to it on the right so it's not symmetrical and it's honestly giving me anxiety and i want it back the way it was before :( other than that and the fact some songs aren't on there it's a great app,negative
Easy to use. Great selection.,positive
Guys stop use this app and more listen adverts then music and... Use your sd or mp3,negative
"Hardly works. Click on liked songs, doesn't load. Have to close the app and try again and repeat until it works. Still my preferred music app but it's a struggle. Try to click play nothing happens, lots of bugs.",negative
Love it daily premium listener and can't be happier. Cheap affordable quality music literally at my fingertips 6/5ðŸŒŸ,positive
been a member since 2012. still my fav music app!! thank you for high quality music!!,positive
Free version is barely functional. Spotify needs to provide more of my $$ to artists before I go back to a paid acct.,negative
I love it its great I dont have any complaints,positive
My favorite app. No need to look for CDs anymore. All music at my fingertips.,positive
"My wife and I will be leaving Spotify (both accounts). Spotify is a great streaming service, however we do not solicit any product that bows the ""woke crowd""....ie the Rogan episode.",positive
Best music every time,positive
It was going well than it wouldn't let me play the song I wanted it was picking the music for me and it wouldn't let me skip back to the others music.,positive
"An unprecedented experience,smooth animationsðŸ’¯",positive
"Working well now The only improvement suggestion would be an option for a bigger widget than 1x4, then you could fit in buttons to turn random on/off, and maybe a drop down list of saved playlists etc. The widget just seems small and basic at the moment compared to widgets for mp3 players.",negative
Too goodU can still hear the music when u go to different apps,positive
Good music and easy to use,positive
Very good app with a wide genre of music!,positive
Really good best app ,positive
"This app is really amaizing. I love this app, we canfound all song here. I give it 5star, because it's really trusted app Spotify",positive
"The App keeps saying I'm offline every single time. I've tried ah available methods but still. To be honest, it's very irritating. You guys should a way to fix this considering the fact I've seen a lot of people complain about this problem.",negative
its assssss i kant even go bak on the song i wanna listen to nd if i prush a song on there its just goin tell me sum bs,negative
"PODCASTS DO NOT PLAY. I PAY FOR PREMIUM, MUSIC WORKS BUT NOT PODCASTS.",negative
"Very good free and premium service, well done Spotify",positive
Idk why the app gets uninstalled on itself when I don't open it for a day,negative
Bad aap,positive
For whatever reason I can't scroll to see the different genres/moods for my liked songs.,negative
I've found a lot of great music that wouldn't be recommended at any other platform. I love ittt,positive
"I have autoplay turned off on all devices, but music added by Spotify continues to play after my queue is done. I clear them out manually, then a whole lot more is generated. Please fix this or let me know what else I can do to make it stop. Thank you.",negative
April 16 2022. App is garbage. So many issues lately. No button to skip or pause. Have to end the program to stop music. For a multi billion dollar company you would think you could get the app right,negative
Love the free music and library,positive
Best music app experience!! Would 100% recommend to anyone,positive
Edit: I am really love spotify its really nice looking and always have my taste in music and with enhance the new feature it's been really more enjoyable and really good high energy music so far the for spotify team,positive
"The most counter intuitive music player ux I have ever used. I can't figure out how to replay a song, how to go back to a song I just listened to. Its like the player just decides what you should listen to and plays it. It's annoying as hell. Takes me out of the zone.",negative
"I don't know what's happening but every song I play lags, the songs sound like a scratched CD but the podcasts play without any pauses or problems, I deleted and re-downloaded hoping that it would be fixed but it's still an issue. I tried updating but nothing helped.",negative
Wouldn't recommend any other music app. Brilliant!,negative
"By far the best music listening app. However, for some reason, when skipping a song forth or back, my phone's fps drops to 3. I don't know how skipping a song makes it this laggy. But other than this minor user experience issue, great app!",positive
Not able to open....doing log in but its not opening its been two three days. Please do something so irritatingðŸ˜£ðŸ˜£ðŸ˜’,negative
Switched from Deezer after 7+ years and very disappointed. Deezer app was crashing a lot year ago. Now was pretty stable. However Spotify app stop every 3rd or so song during playing and require to hit play button again. Running Android 12 on Google Pixel 4a.,negative
An enormous variety of music to suit everyone,positive
Still the best streaming music app on Android,positive
Spotify software is almost as annoying as Apple software. The constant badgering to link to Bluetooth devices when opening the app can end at any time. It really sucks that when you search an artist it will not allow you to see all their top songs. Most of the time you don't know what album it's from and you just want to see the top 15 or 20 songs. You can't on Spotify. It also continuously auto plays everytime you get in your vehicle rather than staying paused. Blasts when you get in.,negative
The best app so far for music lovers. Virtually all genres of music with a lot of features to make listening a pleasure.,positive
recent update has removed the widget. but why? bring it back because people use it!,negative
I love this app because it's the ultimate music library old school new school all genres and I can get the complete album s,positive
Spotify is my go to for music streaming! It helps me calm down and I personally enjoy Spotify.,positive
"Spotify has been great so far except I can only get to skip song x5 then I can't, I just have to lister to what I don't want to listen.",negative
"The amount of glitches recently are ridiculous!!! I've been Premium member for years and this is a joke lately with how the info bar-play, pause etc. all disappear during songs and podcasts now with no way of selecting anything other than to close the app. I've had to uninstall and install the app several times and it keeps happening. Shape up Spotify we expect more from you.",negative
I really like this app because I'm the type of person who likes to listen to music when studying so this keeps me a little more happy :),positive
Difficulty in opening acct and profile tabs in app.,negative
"whenever i make a playlist, spotify just randomly adds songs and i can never restart my playlist and listen to the songs i actually want to listen to",negative
Always has the music I'm looking for and great recommendations as well,positive
Amazing service. I love the new updates! This is by far my favorite streaming service. I have set up so many of my friends and family on here now. They all love it!,positive
Best app for music! The free version is itself well enough and you can listen songs from various artists and it is really cool. The UI is simple and you can customize the app's interiorâ¤ï¸..I love this app!,positive
Very slow loading times since the update.,negative
You guys need to really work on ads!!!!! Please reduce them!! After listening to 2 songs 3 ads start to play which annoys a lot and disturbs the whole ongoing musical mood!! Either reduce them or atleast give an option to skip them!! It's a advice to you... because you may lose many of your users because of these ads! Plzzzzzz reduce them!!!,negative
Just my music when I what it. Albums as well as my favorite only. Make own Playlist/ multiple .,negative
I love Spotify because when u go to YouTube to listen to music u can exit the app and listen. But with spotify u can do that so that's why Spotify is a good app,positive
"Music selection is good, app is shocking. So many bugs. Podcasts stopping for no reason, mini player in notification panel disappearing, play / pause button and up next selection disappearing.",positive
Absolutely loving it The premium offers so much more and on top of it it is quite affordable So for everyone whos complaining Id only say that they need money to keep alive their business but people only think about themselves empty your pockets a little bit The sound quality and and range of music is great plus we get podcasts on the same app which is a perk,positive
This is a lovely music listening app!,positive
The only problem is that sometimes the adds start playing before the song finishes. Wich really gets on my nerves sometimes especially when the ending is the best part of the song But other than that the app deserves five stars,positive
Very useful all music I wanted choose no problem,positive
Spotify keeps stopping or becoming unresponsive along with other bugs like unable to pause your music,negative
Too much advertisement.......and playlists are not perfect...there are another songs too in a particular playlist.......,negative
Very quick and easy. Love it!,positive
Just get it,positive
Couldn't ask for better selection personalization and easy to use,negative
Ill give this a 1 star because first of all this app is annoying when you make your own Playlist instead of listening on the skng that u added this a annoying different song played this so annoying i have to use all of my free skip to play the music that i wanted and second of all when you search a music then after u click it instead of playing the music that i reached another music was played c'mon what the heck is this i just wanted to listen to the music that i added and search for so please,negative
I just want to play my music or skip my music or even see what song is playing. The app has been completely broken for me and everyone I know for the last week.,negative
Adds songs to a playlist that i dont want songs added to,positive
"Good, this could be much better if we can Play karoke track & sing songs!ðŸ˜Š",negative
"Latest update has bugs, as others have reported. Very frustrating. Please fix asap!",negative
"Horrible and SUCKS suddenly when i listen on my phone. Inserting songs into my Playlist that I've never added anywhere. Won't let me listen to my Playlist at all, or only hear snippets. If I try to skip through, I can't because I get the pop-up to buy premium. THAT'S NOT MOTIVATING ME TO BUY PREMIUM. Jesus, just fix it.",negative
Better than any music streaming service I can look up any song on here and it has it While other apps dont have near as many songs as Spotify definitely worth getting,positive
"There is a problem that in notifications, album art of a different song is shown when music is playing.",negative
Its good. One of the Legal free music apps :),positive
As soon as I play either Bluetooth speaker or an alexa device it consistently changes the up coming songs as I skip forward so the up next is constantly shuffled.,negative
Am stuck at offline mode(which i never chose) and now i can't log into my spotify account in my phone..it only works on my laptopðŸ˜£,negative
IT is a great great great experience with Spotify and it can tell us story . I am impressed with spotify ðŸ¤—ðŸ¤—ðŸ¤—ðŸ˜ŠðŸ˜ŠðŸ˜Š,positive
I'm a man who tries to take the bad with the good but to be completely honest. This app on PS4 is FAR superior to this version which demands money for everything. Where as on PS4 I have more freedom on here it's like this is it deal with it.,positive
"If I want to unsubscribe from premium... Why do I have to open my account in web browser? App must have that functionality, that saves time and effort, improves customer experience in a few words...",negative
"I mean like I can't repeat songs anymore, and I'm trying to fix it but I don't know how, I went to settings and tried everything but nothing worked so help me please?",negative
"It's a good app with premium but as soon as it runs out you have ads and you can't skip songs if you do it to much for a hour, A FLIPPING HOUR!! so I only really recommend if you can afford premium",positive
"Too Good. This music app is by far, easy to navigate, has a huge selection of what ever genre you're in the mood for and just all around COOL!",positive
The free version sucks so bad. Only 6 skips an hour + the 17 million ads that play every second + not even getting to pick what song you want. I'm not paying 10 dollars a month to get what should be the default. Just make premium a one time buy. Also get rid of like 90% of the ads and let me listen to the music on this so called music app.,negative
Great music app I have ever seen,positive
Don't know why i can't use the app anymore. The screen always stuck at the logo,negative
Awesome music display. I wish I could get more free music time,positive
Was working great. Upgraded to premium and now it stops playing halfway through. Or starts playing without displaying what's playing or any controls for what's playing,negative
The app is amazing but in a playlist they add random songs the that says recommend for you can you please do somthing about it please,positive
I've always had a great experience using Spotify for all my music and podcast needs.,positive
"Great, very pleased with the variety of genres. Would recommend to my friends and family.",positive
I love the app ðŸ¥°ðŸ¥°ðŸ¥°ðŸ¥°ðŸ¥°ðŸ¥° so easy to do find my favorite rappers with their best songs 1ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜,positive
"The free version sucks, I mean the recommendations for the children are inappropriate and they just play in the playlist and likes songs not happy.",negative
Nice ,positive
"I really hate how it adds extra songs to your playlists. I have to constantly go through and take them all off. I make my playlists how I like them and don't need your input. Also, the ads are far too loud. Why are that so much louder than the music? I have my music quite quiet when using headphones but the ads pop up and I have to take my headphones off because it hurts my ears.",negative
I really love this app because all of the songs I want is in their.,positive
"It's an awesome app but recently I've been experiencing a lot of crashes, music stopping halfway, the play and pause buttons keep disappearing",negative
Excellent app - can find almost anything,positive
Pretty good apps for better quality musics,positive
"Best quality sound,easy to use",positive
There's a bug where everytime I play music it crashes. Please fix the bug!,negative
Where ever I go if it goes to school to showering I can always listen to the song podcast and more!,positive
"Excellent app,no crashing and it will play our song from where we had stopped recently",positive
I have premium but its easy and has all the music I love,positive
Lotta ads but perfect otherwise.,positive
Everything I could ask for in a music app and more! I love it! Thank you.,positive
"It's all good now but sometimes, the podcast/music from the recommendation list doesn't really work well in terms of the list. Keep up the good work to the team!",negative
I'm sry but I'm just annoyed it won't play my favorite song for me ðŸ˜’ I'm trying another app because this is only good for playlists. Bye!,negative
"M Ã±ot able to login pls help , they say, pls check internet connection but everything is clear from my side.",positive
"Amazing app! Always streams well, and the settings are advanced. Would recommend making playlists for those of us that are picky about music lol. If you stream from the artist it will throw other artist's songs in as well.",positive
"The go to for music! best quality, pricing, and features! buying music is the best but short of that Spotify is top notch!",positive
Listen all the time! Very good podcasts!,positive
"Absolutely best music app ever. I've had it for years and the mixes, playlists, and Wrapped are awesome. Premium is a bit pricy but honestly kinda worth it.",positive
Very good podcasts.,positive
It won't work I've been using Spotify premium for years and I'm having all kinds of issues with this new update. I want my money back for this month's subscription.,negative
Great app with playlist and sleep timer,positive
Unable to login on my new device . Tried all methods but not happening . Please repair this issue .,negative
t is good but the ads are a problem,negative
Excellent app. What a great collections of songs!!!!,positive
"Even tho i don't have primium i still think there are too many adds, and when it says now you have 30 mins without adds it's not true.",negative
"The app is great, but I do get sick of black and green",negative
I enjoy the different music that's not easy found and I can do other things,positive
"Keeps deleting liked songs for no reason, it show but skip them. Than I look them up and on their like if I didn't have them starred/liked. Even paying for the premium, but starting to second think the app",negative
Keep it up but add all songs including garhwali,positive
Sound is really unbelievable,negative
I like the app wish that spotify without ads was free,negative
Spotify just help me in concentrating on Studies and whenever I bored I just use this app and play my playlist but I am giving it 4 stars because some songs which were in spotify are deleted so must say that spotify should do something about it....,negative
"Recently, the app regularly stops playing in the background. My Playlist just stops, seemingly for no reason.",negative
"After months of not being able to get a premium account because it comes with a free month which I don't qualify for because I live in QuÃ©bec, I finally found a way to purchase one. Love it!! Finding so many songs from my youth and rare live versions which I prefer.",negative
"This is a okay app,it is probably the same as YouTube music or anything else. It's still nice and shows you all of you're favorite songs",positive
"So it's not just me having problems then. I used to pay for premium but stopped to try another site. However ive been using it again this last month but its been burning my battery out. Had to uninstall it, its that bad. i couldn't understand why i was charging my phone like 4 times a day. Absolute joke!",negative
"Very good music app, I recommend to everyone who enjoys good music",positive
When I go to search option it shows internet connection not available I restarted it but it was the same . Need improvements.,negative
What else can you say the worlds music available to you anywhere on the planet,positive
Spotify is good when ur on a road trip & u have no reception,positive
"Great - until recently! Music keeps stopping or not playing at all. There's no control panel (play, pause, skip, etc) anymore whether the app is open or not - there used to be a control panel on a lock screen and this has also gone. What is happening? I have emailed Spotify for answers as, like others have said, I will cancel my subscription and use another provider for streaming. Samsung Galaxy user.",negative
Todella hyv,positive
Excellent,positive
"Good when it works, but since upgrading to an S21 I have to reinstall every 2 days because the play/pause widget stops working, and the playing bar disappears front he bottom of the app. Reading the reviews this seems a common theme with the o lyrics solution being ""reinstall the app""",negative
"A perfectly meh experience. Often while playing a podcast the app won't register anything is playing so if I'm distracted I can't rewind or pause. Debatable if this is better than apple podcast player... This glitches a lot but it plays podcasts in sequence, apple podcast you have full control but it plays podcasts backwards ie: it'll play episode 9 after episode 10",positive
wonderful,positive
"The option to play a clip of the song before I add it to a playlist was taken off, which helped in finding new music that I actually like. This was a big part in why I kept the app rather than just use soundcloud or youtube...",negative
Wonderful app but there is some issues with being able to play certain songs pls fix this pls and thanks,positive
"Constantly shows as offline and won't play songs. Have to restart phone to correct, uninstall app makes no difference. Frustrating.",negative
I have Spotify Premium & love that I can download all the music I want & can access it even w/o wifi,positive
Spotify is awesome the music & the podacst are excellent. The main reason I kept membership was for the Joe Rogan podcast the best podcast in the world.,positive
Blast music,positive
One of best application for various music,positive
"There is not a good scrobling app. At least with Spotify I get what I ask for. I used to like my music from the ""box chick"" but her developers broke the scrobling algorithm. That said, the ad free version is worth the money.",negative
"The app is good, but I did not out 5 stars because for some reason I can no longer loop songs. I wish there was more that I could do WITHOUT having to pay in order to do simple things..",negative
A1 song app ever seen it it's like gajab amazing.......â¤ï¸â¤ï¸ðŸ˜ðŸ˜,positive
"I love Spotify and have been a user for years. I have even converted everyone I can to Spotify. Just in time for the worst experience so far. For the last month or so it has been garbage. It doesn't update my daily mixes regularly or will update them randomly, the listed songs rarely match what actually plays and the player itself keeps disappearing until I force close the app so that I can change songs and things again. Please please please fix.",negative
Too much ads,negative
"The app is great but after the updates, mobile data doesn't work for Spotify now and it thinks I'm offline.",negative
Spotify gets worse and worse every goddamn update!! Like if you search for a song it doesnt even play it! Because its apparently on shuffle. And if you play it on a playlist it'll immediately go to the part you were on instead of reseting and you cant even change it because if you go out of the playlist it will no longer play!,negative
Easy and useful,positive
Love this app. More freindly than i heart radio.,positive
"This app suck, where is the download button and it play random music when I play the song I want to play not good for new user.",negative
I give this app a 1 because there is a problem i always click on a song and put another it is so bad,negative
"spotify is a great listening app. the only problem is that for you to have the best experience is you have to buy premium. though i dont have any problem with buying something but for some, they do. ive also been having problems updating my app. ive been having troubles updating my spotify since 2020. please do fix this ðŸ¥²",negative
"Great variety and compilation of obscure ,widely known,and popular songs.Spotify offers the absolute best selections in music,from traditional,well known bands,to up and coming musical artists.",positive
"Great app, very easy to use",positive
If the monthly subscription are lower so much better.,negative
Very relax all the music whenever u are..,positive
"Love the app's content, but FIGURING OUT how to navigate the app is a bit confusing for someone like me, with little app experience other than fb, etc.",negative
I have used the Spotify app for many years now and I enjoy the price as well as the selection of music and podcasts!,positive
My go to place for my fave tracks.,positive
"First 2 years was best with this lovely app but... Now it's automatically getting crashed after I play a song. I mean I can't listen to songs anymore, it's automatically getting closed (after playing a song ) please help me!",negative
Over 8000+ liked songs here (I have sc not lying here)..soo this is my MAIN music app ðŸ”¥ðŸ¤£ it's soo good no cap,negative
"Podcast part is not useful. Make it more like other podcast apps! I want to see the popularity and rating in the search. Too buggy on Galaxy S20.. often too slow, feezes, stops reacting to buttons. But this could be fixed in the phone settings.",negative
"I've been using Spotify premium for years, its very easy to use and very convenient but these day it started to lagging quiet a lot and took time to open the app which makes me felt kinda frustrated about it. At first I thought it was my internet problem but then other app that required internet connection works perfectly fine. I happened to see other spotify users review, seems like they also face same thing like me. I hope it will be fix soon.",negative
Good songs. Plays well. Repeats same ads back to back... not paying for premium so i expect ads not the same one over and over and over.,negative
"Latest update (4/5/22) has lots of issues: Now Playing/Queue disappears. Crashes/freezes suddenly. Can't open Playback Device, blanks out.",negative
To much ads.. when you play any song after the song the ads will show you evry time.. I think the cheapest app of listen the song...ðŸ˜¡,negative
Adds irritating continuosly.. rest is good.,positive
The best music streaming app currently available.,positive
I put this on one star bcz it contains ads and when I press a song I like it puts a random song://,negative
Spotify keeps on pausing in the backgroung on s21 Ultra.,negative
"The song and everything is great but when I open it and play a song, it will automatically take me back to my home screen and the song won't play as well, my phone is a vivo Y21T",negative
"Excellent experience. My music, my style, my life... everything I want in one spot... Spotify! Nothing else!",positive
"Fantastic, I can trip down memory lane anytime, anywhere.",positive
"Love the app, but it breaks up when streaming from my workshop using my really good WiFi network extender. Currently, I am blaming it on Spotify.",negative
"If you expect me to listen to over 5 ads just to listen to one song, then I would rather use YouTube music",negative
"not satisfied,too much glitch",negative
My favorite music app. Love the integration withany other apps and services and the variety it offers.,positive
love it,positive
I actually liked this app until it got worse . I used to play a whole 4 min song while now it's playing only 10 seconds of the song . I am really disappointed that you need premium for the whole song and I can't make my account premium....,negative
"I left Spotify for Tidal a while back, and returned to Spotify a month ago to find it has improved immensely.",positive
Annoying algorithm that replays things I used to enjoy. Hardly any divergence espically for people who only get music from the application from my observation. While this puts emphasis on exploration i prefer discovery to be effecinet. My understanding on this topic isn't high but is it not possible to create additional ones with different logics? Other than that it is a decent music streaming service.,negative
Good but without premium there is a lot of ads and I can't listen to the song I want,positive
"Best music app. Ecosystem of this app is very convenient, seamless connection with PlayStation and smart TVs.",positive
"It's great.. selection is ðŸ˜ love that it continues to play when the phone screen closes! Only complaint is all the ads, but it's free, so I can't complain to much ðŸ˜",positive
"Even on high speed internet this app shows ""no internet connection""",negative
Amazing app!!! Hard to add song to playlist.,negative
Needs comments. The JRE is glitchey af Stability of app sucks fix one thing makes something else worse.,negative
"Extra-ordinary, extraordinary ready when I'm ready letting me explore the Stars like Observatory",positive
"New update full of bugs as other reviewers have noted, now for several days. Playback stops, current song and bar to skip or like.",negative
Still the best music streaming platform. Options for undergroung artists grow with Spotify for Artists!,positive
"Spotify became my number one music app, as soon as I learned how they stood up for free speech. Neil Young threatened to pull his music off Spotify, if they did not remove Joe Rogan, for what Mr Young claimed as misinformation about the vaccine. We the people are so fed up with this nonsense and suppression of free speech. This is America and it will not stand. Thank you Spotify. I have deleted YouTube music.",negative
"Crashes constantly, doesn't display the podcast you are actually listening to, pause and play button doesn't work most of the time. Trash.",negative
"I have a lot of songs liked in Spotify. Unfortunately, at times the app will start playing songs I've never heard of and have not liked. When I go into Spotify and tap on my library and select my liked songs, I expect the app to play only my liked songs. If the app does not stop playing songs that I have not liked, then I will uninstall the app and find another. Also, Spotify keeps stopping and I don't like that.",negative
That is very good song lestining app.,positive
Always makes it easy to get music of the mood,positive
I was listening to one musician and the app started playing other music and I couldn't change it or pass. Not impressed.,negative
Tojhu,positive
The shuffle mode is terrible it only plays maybe 1/2 the songs over and over again!,negative
I was paying for the same thing I get from Spotify. Will never leave! Spotify also recommend like selections I may not have thought of,positive
I was in shower while listening to rap music then the song changed and put a Morgan Wallen song on which is country music they need to fix the song chooser but besides that I love spotify. I had the app at 3 star because of my first encounter with country music then I went to my liked songs shuffled them and received Taylor swift I have now deleted spotify and will never download it again.,negative
The app has been great so far. I am changing my review from 2 stars to 5 because they have fixed the bugs so far. Thank you,positive
Won't play other songs after clicking the play button and I can't figure out where to turn off shuffle for my liked Playlist.,negative
Completely broken on a Samsung S22. I understand android fragmentation is a challenge but it's still disappointing to see Spotify doesn't do basic QA on the most common brands.,negative
Great variety of good quality music ! I have discovered new music I have not heard before. Recommended and new album picks are good. The playlists are easy to use.,positive
I use Spotify to stream podcasts and listen to music. It's very easy to use and really the best streaming service I've come across. 5 Stars.,positive
I had a good experience ðŸ˜Œ in listening the song it's makes me ðŸ˜Š happy and relax me and one thing I Don't need to care about the screen off because when it's screen off it's playing on and it is auto shuffling ðŸŽµðŸŽµðŸŽµ,negative
My downloads often get removed when I turn on my phone. Sometimes the playlist skips songs.,negative
I'm rating this 2 stars whenever I keep skipping the song that is NOT in my playlist its still keeps letting me listen to another song that isn't in my playlist its quite annoying.. It's just I can't buy the premium but I want to listen to my own playlist so please fix it.,negative
Best app to listen songs â£ï¸ . And also loved it's recommendationsðŸ’–.,positive
The service is great. The app is great. What more one can ask for free? Thank you all. Lots of gratitude and love ðŸ™â¤ï¸ðŸ‘ŒðŸ‘ðŸ¤,positive
Breaking Points is the best show in Spotify.,positive
"(Update) The ""Music"" ads are absolutely repulsive to listen to. I may switch to another platform if I keep hearing awful rap.",negative
The app is great i regualry listen to lots of fantastic music and premium is very good because there are no adds! So i definetley reccomend you install it!:):):):),positive
"Had Spotify for years, but recently when I play a song from an album/playlist, it plays 1 song then goes off playing a completely random song, not from any playlist I have. Will be ditching soon, not worth the hassle.",negative
So bad I just want my songs so when I made a new play list to get rid of all the songs they added it literally put 500 extra song I rate one or zero,negative
Cool. Played for background while bridge ladies were here. They wanted to know about it. So I showed them that I had it on my phone. They loved it.,positive
good and very easy to used app,positive
It was so good untill i couldnt play my music,positive
I dont like your playlists and have turned off. Either play what I request or I will get my music elsewhere.,negative
Very good app. Used Daliy. Enough said,positive
I love Spotify. I use it all the time,positive
Who ever makes the playlists has no taste and uses the same few songs. Shuffle algorithm is nonrandom. The app stops playing and closes frequently,negative
I like to be able to open app and my songs be there,positive
It connects great to my Google devices and great for on the go once you download your Playlist.,positive
This app sucks. I just want to listen to my music even with the ads. I dont want to listen to beiber.,negative
Reduce the advertisements otherwise the app is nice,positive
WAY to many ads I had to listen 8 ads just to finally get my playlist going and I didn't even get 30 mins of ad free music after that,negative
Love this app But problem is that we can't listen song of our choice,negative
love it,positive
"Best music app you can download! Has every single song/artist you like listening to, different mixes depending on your mood, and podcasts to listen to if you're not in a music mood! If I could I would give this app 10 stars, that's how amazing it is!",positive
"Truly amazing app..has become part of my day to dÃ y life activities,,,,,",positive
"I went from giving 5 stars down to 3 because when I'm in the app playing music, the controls for the music don't appear. I have NO WAY of pausing or skipping a song. The widget for the app doesn't work either. PLEASE FIX SPOTIFY!",negative
It's a great place to listen to music and great for podcast.,positive
This song app is very usefull app and i listen all the songs without any subscription thanks spotifyâ˜ºï¸,positive
